Rk,Squad,# Pl,90s,Att,Pass Types: Live,Pass Types: Dead,Pass Types: FK,Pass Types: TB,Pass Types: Press,Pass Types: Sw,Pass Types: Crs,Pass Types: CK,Corner Kicks: In,Corner Kicks: Out,Corner Kicks: Str,Height: Ground,Height: Low,Height: High,Body Parts: Left,Body Parts: Right,Body Parts: Head,Body Parts: TI,Body Parts: Other,Outcomes: Cmp,Outcomes: Off,Outcomes: Out,Outcomes: Int,Outcomes: Blocks,League,Season,TeamID
1,Alavés,24,11.0,4024,3482,542,151,3,664,192,135,41,16,17,3,2275,589,1160,1062,2266,208,212,55,2999,18,101,124,122,La Liga,2021-2022,37745278530914180
2,Angers,22,12.0,5821,5279,542,163,4,802,221,112,63,15,32,1,4251,636,934,2084,3195,157,195,99,4892,13,92,138,117,Ligue 1,2021-2022,66587352409382849
3,Arminia,22,10.0,3922,3431,491,120,3,717,127,105,41,19,13,1,2141,611,1170,1014,2193,258,209,58,2822,8,89,100,111,Bundesliga,2021-2022,60726784699523350
4,Arsenal,26,10.0,4469,4043,426,94,6,658,114,89,53,19,19,7,3051,576,842,1825,2133,160,171,69,3627,17,67,112,90,Premier League,2021-2022,5838645288327307
5,Aston Villa,23,10.0,3920,3428,492,145,7,563,156,144,52,34,10,4,2363,568,989,1360,2002,195,182,58,2942,13,92,113,101,Premier League,2021-2022,14348480492050895
6,Atalanta,24,11.0,6012,5455,557,177,9,781,198,108,64,31,25,5,4114,873,1025,2102,3237,216,219,72,4916,15,105,156,150,Serie A,2021-2022,87465877057901989
7,Athletic Club,23,11.0,4653,4064,589,164,2,571,142,158,85,17,32,2,2821,679,1153,1069,2916,222,232,73,3508,20,114,158,133,La Liga,2021-2022,4823083458145023
8,Atlético Madrid,21,11.0,5795,5235,560,147,16,690,235,145,65,22,31,3,3915,808,1072,1450,3693,196,255,89,4761,24,111,180,130,La Liga,2021-2022,74713976168286555
9,Augsburg,24,10.0,3663,3144,519,109,3,638,142,110,41,16,22,0,1953,643,1067,766,2231,199,260,70,2571,25,95,138,118,Bundesliga,2021-2022,82828683183786310
10,Barcelona,27,11.0,7414,6830,584,187,18,948,185,190,76,24,17,1,5795,732,887,1588,5276,150,229,81,6483,17,79,155,113,La Liga,2021-2022,81744823723090567
11,Bayern Munich,22,10.0,6663,6195,468,121,18,976,154,131,52,29,15,1,5001,797,865,1960,4107,177,216,115,5641,17,80,222,130,Bundesliga,2021-2022,7510926916741648
12,Betis,29,12.0,6290,5735,555,175,8,851,159,130,58,20,21,2,4518,728,1044,2721,2964,189,222,71,5217,18,117,150,129,La Liga,2021-2022,9423348454032625
13,Bochum,24,10.0,3706,3188,518,122,6,575,153,123,36,16,11,1,1863,612,1231,1094,1902,212,246,60,2611,23,107,154,111,Bundesliga,2021-2022,26656491983030423
14,Bologna,24,11.0,4743,4241,502,164,3,734,147,123,54,30,9,1,3116,679,948,1174,3009,208,178,70,3880,3,69,110,106,Serie A,2021-2022,23275147453355121
15,Bordeaux,28,12.0,5590,4978,612,157,7,808,201,106,51,24,11,6,3800,720,1070,1343,3612,189,281,60,4535,11,106,172,129,Ligue 1,2021-2022,12683680850395737
16,Brentford,21,10.0,4001,3535,466,119,8,613,103,108,35,25,4,1,2259,620,1122,1131,2144,260,204,85,2863,18,87,153,118,Premier League,2021-2022,27125852983275500
17,Brest,22,12.0,5195,4608,587,143,8,820,199,161,55,27,16,4,3305,680,1210,1477,2956,215,264,89,4076,15,89,158,116,Ligue 1,2021-2022,27328509848090670
18,Brighton,21,10.0,5473,5060,413,81,7,757,155,101,53,16,27,1,3891,622,960,1295,3625,175,189,78,4475,13,89,146,142,Premier League,2021-2022,49072214318111932
19,Burnley,18,10.0,3728,3264,464,88,8,703,123,149,50,46,0,1,1750,671,1307,1171,1805,255,224,67,2556,28,85,104,121,Premier League,2021-2022,21823480134907726
20,Cádiz,26,12.0,3786,3186,600,144,5,605,155,176,53,19,21,2,1841,597,1348,726,2327,217,263,49,2533,17,111,132,130,La Liga,2021-2022,1007679934589500
21,Cagliari,26,11.0,4078,3569,509,148,4,506,104,128,38,15,16,1,2541,536,1001,1202,2336,149,193,65,3145,14,87,112,105,Serie A,2021-2022,32968728316179674
22,Celta Vigo,22,12.0,6117,5547,570,136,10,733,217,185,51,14,23,5,4111,884,1122,1836,3555,227,288,64,4895,23,122,153,148,La Liga,2021-2022,14218303985450920
23,Chelsea,25,10.0,5856,5436,420,117,21,783,93,119,54,35,6,3,4443,683,730,1224,4138,160,174,60,5006,18,52,146,110,Premier League,2021-2022,58172670324373785
24,Clermont Foot,20,12.0,6517,5931,586,158,8,882,197,142,69,29,26,2,4739,772,1006,1984,3952,184,239,71,5459,11,97,182,139,Ligue 1,2021-2022,54976968050746588
25,Crystal Palace,19,10.0,4956,4500,456,118,4,683,131,109,35,13,13,5,3345,656,955,1065,3263,196,210,86,4022,20,85,164,84,Premier League,2021-2022,15352059381074619
26,Dortmund,27,10.0,6371,5883,488,139,8,949,143,99,47,17,19,2,4760,725,886,1555,4236,192,220,70,5393,16,72,183,143,Bundesliga,2021-2022,6921931827204601
27,Eint Frankfurt,24,10.0,4787,4242,545,130,5,817,125,131,49,21,21,3,2958,723,1106,1758,2322,217,249,70,3559,12,114,201,134,Bundesliga,2021-2022,37929111009288632
28,Elche,23,12.0,5351,4716,635,191,3,761,180,142,50,22,20,2,3558,720,1073,1833,2901,161,249,102,4258,21,105,168,160,La Liga,2021-2022,30674441257210497
29,Empoli,24,11.0,4671,4077,594,164,4,722,110,153,59,14,28,5,3137,638,896,1159,2993,126,244,74,3647,33,86,141,137,Serie A,2021-2022,77726683749984272
30,Espanyol,27,12.0,4986,4376,610,177,6,606,161,127,74,27,32,0,3210,680,1096,1380,3026,186,206,79,3926,21,91,111,138,La Liga,2021-2022,71314269182841176
31,Everton,24,10.0,3361,2942,419,78,7,599,105,121,41,13,20,2,1920,517,924,956,1872,179,193,52,2464,8,106,116,127,Premier League,2021-2022,57482013681231466
32,Fiorentina,24,11.0,6084,5570,514,192,7,720,222,137,56,10,32,3,4333,763,988,2132,3424,169,188,67,5183,13,79,161,115,Serie A,2021-2022,24325362613855847
33,Freiburg,23,10.0,4248,3745,503,149,2,779,141,108,50,35,4,1,2574,611,1063,1208,2420,191,204,64,3203,15,102,105,130,Bundesliga,2021-2022,17577284562417651
34,Genoa,30,11.0,4724,4164,560,171,7,742,142,128,51,20,23,0,2944,695,1085,1390,2724,186,228,69,3630,21,94,142,117,Serie A,2021-2022,87033800759594150
35,Getafe,26,12.0,4638,4019,619,187,2,747,187,132,53,24,17,4,2636,632,1370,1427,2397,288,259,64,3418,15,103,132,144,La Liga,2021-2022,23789167582387071
36,Granada,25,11.0,3690,3182,508,151,5,565,124,111,35,14,13,5,2046,551,1093,946,2133,189,195,78,2686,14,99,101,116,La Liga,2021-2022,45137124328012624
37,Greuther Fürth,25,10.0,3949,3423,526,154,4,630,81,98,35,15,18,0,2343,574,1032,1147,2183,201,219,50,2902,17,92,129,120,Bundesliga,2021-2022,11035944553035865
38,Hellas Verona,24,11.0,4985,4510,475,132,2,765,102,102,41,13,15,5,3270,677,1038,1509,2833,250,185,74,3914,21,102,141,133,Serie A,2021-2022,45227680351245381
39,Hertha BSC,27,10.0,3942,3428,514,151,5,739,129,78,38,15,18,1,2371,617,954,956,2373,215,199,81,2974,20,81,121,105,Bundesliga,2021-2022,59737400018465050
40,Hoffenheim,22,10.0,5190,4672,518,126,6,822,163,139,51,25,7,3,3445,756,989,1223,3323,217,234,84,4173,16,96,143,136,Bundesliga,2021-2022,29322720181807625
41,Inter,23,11.0,5764,5273,491,138,7,793,215,151,61,22,27,4,4090,710,964,1436,3763,189,187,92,4843,13,61,166,111,Serie A,2021-2022,53198597771575973
42,Juventus,24,11.0,5454,4936,518,173,6,739,223,129,48,18,21,0,3733,760,961,1790,3110,151,194,83,4512,19,86,146,116,Serie A,2021-2022,19371054131726661
43,Köln,22,10.0,4820,4263,557,156,3,727,158,168,45,24,15,1,3007,711,1102,1603,2548,204,259,73,3732,17,98,147,152,Bundesliga,2021-2022,39731782814123330
44,Lazio,23,11.0,6448,5961,487,145,14,664,125,112,43,24,10,4,4785,792,871,1435,4431,204,186,73,5489,13,65,148,96,Serie A,2021-2022,90751438076496109
45,Leeds United,23,10.0,5029,4547,482,128,11,658,152,128,42,28,8,1,3357,749,923,2229,2251,188,198,99,4072,11,95,149,117,Premier League,2021-2022,34570153325607342
46,Leicester City,22,10.0,5169,4670,499,133,8,727,128,85,52,20,21,4,3692,615,862,1133,3488,182,196,61,4228,14,96,157,109,Premier League,2021-2022,18776461863573874
47,Lens,23,12.0,5911,5378,533,122,12,752,194,138,69,29,30,1,4215,736,960,1434,3819,214,233,98,4859,10,110,185,133,Ligue 1,2021-2022,74951719010833888
48,Levante,26,12.0,4456,3954,502,148,9,653,165,130,36,16,9,3,2789,740,927,851,3047,182,211,74,3496,16,100,137,120,La Liga,2021-2022,1566092639264277
49,Leverkusen,23,10.0,5116,4617,499,125,16,730,138,75,57,27,22,1,3585,763,768,1724,2894,133,196,86,4190,15,79,163,124,Bundesliga,2021-2022,36794408106212849
50,Lille,22,12.0,6060,5439,621,158,8,855,185,130,61,31,22,0,4236,872,952,1734,3616,204,289,83,4916,22,99,197,149,Ligue 1,2021-2022,85603837513355486
51,Liverpool,24,10.0,6253,5785,468,119,18,701,200,138,82,11,58,4,4531,744,978,1645,4091,180,191,72,5271,17,70,188,130,Premier League,2021-2022,41956650829873911
52,Lorient,25,12.0,5200,4653,547,138,7,847,202,113,46,18,13,6,3437,737,1026,1332,3325,167,227,63,4086,13,109,150,143,Ligue 1,2021-2022,37325341301512527
53,Lyon,25,12.0,7181,6627,554,141,20,815,187,121,59,20,18,4,5523,792,866,2002,4611,153,237,92,6200,17,87,190,100,Ligue 1,2021-2022,87005642993871754
54,M'Gladbach,22,10.0,5800,5265,535,153,11,825,144,89,58,22,21,7,4279,705,816,1122,4134,139,233,83,4871,19,63,158,117,Bundesliga,2021-2022,81611584009946193
55,Mainz 05,26,10.0,4052,3536,516,130,6,655,83,99,47,24,21,0,2289,658,1105,1224,2105,235,242,88,2915,15,81,105,112,Bundesliga,2021-2022,71158960989778912
56,Mallorca,27,12.0,4424,3807,617,195,10,700,140,111,48,11,11,2,2742,548,1134,1092,2663,217,233,80,3344,24,94,111,120,La Liga,2021-2022,96459977719332900
57,Manchester City,22,10.0,6583,6128,455,110,17,785,177,167,83,35,17,4,5070,651,862,2236,3822,178,198,77,5719,20,87,152,131,Premier League,2021-2022,74026506610392765
58,Manchester Utd,21,10.0,5455,5005,450,100,18,874,212,124,62,20,35,2,3988,698,769,1665,3316,143,186,60,4574,20,69,172,132,Premier League,2021-2022,29078730489839024
59,Marseille,23,12.0,7277,6704,573,174,12,953,211,126,56,31,17,1,5659,793,825,2298,4473,130,232,66,6380,17,88,171,113,Ligue 1,2021-2022,66190039714113630
60,Metz,29,12.0,5123,4544,579,168,5,588,160,120,50,14,24,1,3428,671,1024,1006,3450,191,230,88,4039,11,100,157,118,Ligue 1,2021-2022,14635757597311544
61,Milan,26,11.0,5594,5097,497,169,9,668,141,137,43,12,13,2,4010,684,900,1841,3247,149,185,66,4649,17,60,150,122,Serie A,2021-2022,59378513948613436
62,Monaco,25,12.0,7078,6491,587,155,12,984,174,142,62,22,35,2,5159,893,1026,2017,4365,224,262,92,5866,29,103,203,130,Ligue 1,2021-2022,79093238158793616
63,Montpellier,22,12.0,5481,4817,664,163,7,646,182,164,63,27,19,8,3446,853,1182,1317,3425,251,290,91,4298,15,130,168,137,Ligue 1,2021-2022,32434714471076965
64,Nantes,21,12.0,4650,4062,588,137,2,730,143,127,54,28,17,7,2859,671,1120,1289,2641,210,283,65,3491,12,120,157,132,Ligue 1,2021-2022,25802633648495862
65,Napoli,25,11.0,6574,6092,482,153,12,797,211,111,53,21,15,2,4921,781,872,2332,3748,159,195,62,5739,19,57,144,109,Serie A,2021-2022,10516137814401134
66,Newcastle Utd,22,10.0,3489,3036,453,113,7,551,128,112,41,20,21,0,2117,481,891,918,2069,166,169,46,2623,16,76,93,88,Premier League,2021-2022,29528772732587842
67,Nice,23,12.0,6334,5819,515,129,17,820,137,128,62,24,24,3,4564,738,1032,2117,3575,193,235,88,5251,19,98,180,108,Ligue 1,2021-2022,11720969662561653
68,Norwich City,22,10.0,4154,3653,501,134,6,726,130,98,43,31,10,1,2618,590,946,1291,2321,170,204,72,3240,7,75,96,106,Premier League,2021-2022,42809968147687487
69,Osasuna,26,12.0,4896,4248,648,154,4,866,213,180,59,18,30,4,2522,874,1500,1316,2624,335,318,55,3498,15,125,172,163,La Liga,2021-2022,83352675823776457
70,Paris S-G,27,12.0,8055,7536,519,147,19,915,149,134,61,27,11,1,6613,806,636,2678,4917,111,203,90,7231,19,66,211,117,Ligue 1,2021-2022,11177590892093073
71,Rayo Vallecano,25,12.0,4392,3830,562,159,3,877,171,158,40,22,13,0,2596,667,1129,1185,2518,223,253,73,3317,27,86,133,105,La Liga,2021-2022,75203699329351977
72,RB Leipzig,23,10.0,5242,4759,483,143,8,927,117,123,53,22,26,3,3476,725,1041,1009,3571,220,206,93,4197,16,80,153,145,Bundesliga,2021-2022,68159208261559796
73,Real Madrid,25,11.0,6649,6155,494,147,13,671,224,181,65,27,13,5,5022,735,892,1873,4301,149,181,76,5750,33,89,131,129,La Liga,2021-2022,29627131003986350
74,Real Sociedad,27,12.0,5738,5151,587,176,15,761,146,108,54,17,26,2,3932,725,1081,1975,3009,232,261,65,4702,21,112,153,139,La Liga,2021-2022,57299950304530590
75,Reims,25,12.0,5039,4424,615,172,7,668,169,125,58,25,20,4,3199,833,1007,1626,2742,205,276,88,3908,15,114,191,148,Ligue 1,2021-2022,67732085073987538
76,Rennes,26,12.0,6350,5799,551,119,11,799,203,137,80,29,36,7,4724,750,876,1887,3864,171,246,93,5401,15,82,184,127,Ligue 1,2021-2022,96819424452761337
77,Roma,24,11.0,5540,5020,520,173,12,636,165,138,74,43,25,1,3982,655,903,1255,3789,161,174,62,4653,14,59,111,109,Serie A,2021-2022,764736481564168
78,Saint-Étienne,28,12.0,5682,5042,640,172,5,804,234,157,61,27,25,2,3858,776,1048,1746,3244,224,276,80,4517,23,119,186,139,Ligue 1,2021-2022,56226069621228236
79,Salernitana,25,11.0,4219,3645,574,165,5,564,106,138,54,21,29,1,2419,653,1147,1401,2116,214,230,80,3070,14,67,133,146,Serie A,2021-2022,63444195793016658
80,Sampdoria,22,11.0,4682,4123,559,163,4,685,148,144,56,12,22,4,2753,714,1215,1259,2770,220,210,71,3520,29,86,130,137,Serie A,2021-2022,89407679695143145
81,Sassuolo,22,11.0,5863,5301,562,198,5,815,170,97,53,19,27,0,4334,707,822,1943,3450,152,174,59,4949,11,59,124,131,Serie A,2021-2022,79200252522790650
82,Sevilla,26,11.0,6431,5909,522,150,9,764,293,145,48,6,31,2,4615,715,1101,1997,3803,200,235,84,5480,18,120,128,82,La Liga,2021-2022,22702270477938803
83,Southampton,21,10.0,4396,3916,480,121,3,656,85,113,58,30,25,0,2879,578,939,947,2859,205,205,58,3354,4,88,113,116,Premier League,2021-2022,21037626007536306
84,Spezia,26,11.0,5114,4577,537,153,7,699,140,114,57,29,16,1,3430,691,993,1642,2900,180,215,77,4069,18,96,154,117,Serie A,2021-2022,41730244034743257
85,Strasbourg,23,12.0,5792,5218,574,140,10,645,218,172,59,16,32,5,3848,796,1148,1657,3500,178,250,76,4641,14,85,180,129,Ligue 1,2021-2022,92234479374253707
86,Stuttgart,28,10.0,5338,4827,511,128,4,835,115,94,45,8,24,2,3780,760,798,2384,2360,176,227,68,4388,11,83,148,130,Bundesliga,2021-2022,81761661302668293
87,Torino,26,11.0,5164,4690,474,135,8,777,161,127,43,13,20,1,3230,743,1191,1509,2952,230,212,69,4044,21,107,94,141,Serie A,2021-2022,21846272194836439
88,Tottenham,21,10.0,4898,4417,481,123,8,574,107,87,56,14,24,11,3497,552,849,1012,3367,167,189,42,4016,10,62,121,125,Premier League,2021-2022,22006624071753704
89,Troyes,28,12.0,4818,4243,575,169,11,668,150,126,42,25,15,0,3111,692,1015,1509,2731,155,228,89,3782,12,91,177,119,Ligue 1,2021-2022,57069542099991496
90,Udinese,21,11.0,4459,3933,526,149,5,585,92,95,51,20,18,7,3052,594,813,1237,2731,142,198,50,3548,15,70,127,101,Serie A,2021-2022,48393495896639342
91,Union Berlin,23,10.0,4208,3755,453,109,8,689,124,123,43,21,15,3,2581,613,1014,1011,2540,221,204,81,3142,16,113,127,118,Bundesliga,2021-2022,71630543971501382
92,Valencia,26,12.0,4427,3776,651,217,5,723,216,161,50,20,20,3,2427,734,1266,1182,2516,229,258,86,3260,13,113,118,126,La Liga,2021-2022,65158650443085242
93,Venezia,29,11.0,4552,4054,498,145,3,701,114,117,35,12,18,1,2946,627,979,1306,2660,150,205,96,3578,19,84,141,125,Serie A,2021-2022,94916874898547392
94,Villarreal,26,11.0,6273,5733,540,171,7,964,184,131,49,22,10,3,4834,655,784,2041,3700,149,216,75,5355,31,76,175,124,La Liga,2021-2022,63335634096533483
95,Watford,26,10.0,3781,3287,494,109,4,520,121,109,40,17,18,0,2152,602,1027,828,2316,207,225,64,2822,12,80,134,105,Premier League,2021-2022,73743918793554398
96,West Ham,18,10.0,4839,4410,429,70,5,629,142,140,61,36,20,2,3257,594,988,1416,2839,191,204,71,3875,13,86,95,117,Premier League,2021-2022,57680956417459581
97,Wolfsburg,24,10.0,5038,4548,490,131,4,665,185,138,46,31,5,1,3269,684,1085,2132,2283,205,218,57,4022,14,91,124,124,Bundesliga,2021-2022,85159484018358879
98,Wolves,18,10.0,4145,3744,401,96,7,567,146,105,41,6,20,4,2791,603,751,1315,2360,140,183,74,3358,18,77,133,101,Premier League,2021-2022,24001928852251903
1,Alavés,30,38.0,14169,12225,1944,600,25,2353,554,409,142,37,63,15,7717,2198,4254,4882,6622,930,801,186,10284,65,342,320,393,La Liga,2020-2021,37745278530914180
2,Angers,31,38.0,18713,16805,1908,555,42,2543,506,401,169,55,78,15,12885,2278,3550,6767,9941,549,820,307,15128,31,287,428,415,Ligue 1,2020-2021,66587352409382849
3,Arminia,26,34.0,14526,12866,1660,494,14,2462,504,290,117,57,37,3,8586,1869,4071,3810,8238,824,716,200,10707,45,321,300,398,Bundesliga,2020-2021,60726784699523350
4,Arsenal,29,38.0,21291,19664,1627,441,44,2547,522,519,206,78,69,15,15724,2442,3125,7857,11500,667,668,265,17802,56,315,367,453,Premier League,2020-2021,5838645288327307
5,Aston Villa,24,38.0,16556,14636,1920,590,18,2765,541,529,212,90,52,21,10098,2410,4048,5957,8163,790,778,234,12779,66,343,377,401,Premier League,2020-2021,14348480492050895
6,Atalanta,30,38.0,21836,20178,1658,510,36,2969,513,432,201,84,79,24,15957,2693,3186,7704,12059,696,687,231,18159,50,271,503,491,Serie A,2020-2021,87465877057901989
7,Athletic Club,27,38.0,17675,15643,2032,560,36,2368,663,543,198,66,65,12,10873,2885,3917,4787,10368,803,923,300,13694,63,389,429,522,La Liga,2020-2021,4823083458145023
8,Atlético Madrid,25,38.0,20602,18827,1775,491,45,2690,586,437,196,56,95,1,14468,2504,3630,5302,13187,718,734,236,16924,84,293,418,448,La Liga,2020-2021,74713976168286555
9,Augsburg,25,34.0,14074,12382,1692,501,25,2553,417,313,121,65,37,5,8272,2215,3587,3452,8495,714,686,291,10430,62,317,363,475,Bundesliga,2020-2021,82828683183786310
10,Barcelona,25,38.0,28517,26827,1690,545,91,3282,439,411,217,65,30,10,23440,2573,2504,10882,15913,516,641,294,25414,82,237,510,498,La Liga,2020-2021,81744823723090567
11,Bayern Munich,29,34.0,21940,20228,1712,476,47,2604,653,566,237,104,80,12,15920,2688,3332,7564,12357,670,727,285,18505,64,258,449,469,Bundesliga,2020-2021,7510926916741648
12,Benevento,29,38.0,15299,13378,1921,688,32,2106,423,409,169,52,86,10,9726,1912,3661,4919,8396,695,656,260,11710,56,272,313,384,Serie A,2020-2021,38159059008947812
13,Betis,25,38.0,19523,17631,1892,599,29,2563,588,425,184,44,79,9,13600,2349,3574,7425,10043,647,770,231,15938,57,324,365,427,La Liga,2020-2021,9423348454032625
14,Bologna,37,38.0,18456,16618,1838,538,40,2190,487,414,201,115,47,14,12476,2488,3492,3987,12286,768,694,283,14811,64,276,411,468,Serie A,2020-2021,23275147453355121
15,Bordeaux,28,38.0,19434,17526,1908,537,26,2642,536,373,175,69,43,27,13889,2254,3291,6144,11196,637,810,223,16031,37,313,360,421,Ligue 1,2020-2021,12683680850395737
16,Brest,26,38.0,19278,17342,1936,495,27,2453,594,488,179,89,35,13,12932,2600,3746,5306,11693,633,853,241,15584,55,382,381,427,Ligue 1,2020-2021,27328509848090670
17,Brighton,27,38.0,19456,17749,1707,404,37,2517,604,474,219,70,103,9,13156,2477,3823,4180,13006,762,766,278,15598,51,386,410,443,Premier League,2020-2021,49072214318111932
18,Burnley,25,38.0,15043,13300,1743,464,20,2604,530,441,172,140,13,9,7714,2341,4988,4842,7441,1043,715,223,10644,72,347,278,368,Premier League,2020-2021,21823480134907726
19,Cádiz,34,38.0,11925,10005,1920,589,18,1989,490,432,149,51,73,11,5799,2035,4091,2480,7137,717,734,175,8053,51,337,274,397,La Liga,2020-2021,1007679934589500
20,Cagliari,32,38.0,16793,14891,1902,569,14,2178,391,496,170,47,82,15,10769,2276,3748,4056,10651,595,754,275,13160,54,295,376,421,Serie A,2020-2021,32968728316179674
21,Celta Vigo,30,38.0,19156,17301,1855,554,43,2423,483,361,125,37,64,7,13090,2545,3521,5783,11235,692,767,269,15277,65,367,392,453,La Liga,2020-2021,14218303985450920
22,Chelsea,27,38.0,25151,23492,1659,399,40,2711,624,512,226,81,103,11,19251,2570,3330,5553,17570,703,727,250,21646,67,298,405,502,Premier League,2020-2021,58172670324373785
23,Crotone,31,38.0,17170,15355,1815,599,11,2594,382,370,138,66,20,9,11622,2086,3462,4757,10566,612,619,246,13666,46,295,366,397,Serie A,2020-2021,33431629624225246
24,Crystal Palace,24,38.0,15090,13268,1822,477,15,2428,290,345,151,62,49,18,9360,2129,3601,4030,8847,635,768,223,11391,65,254,385,450,Premier League,2020-2021,15352059381074619
25,Dijon,33,38.0,17866,15934,1932,497,23,2375,492,319,146,66,68,6,12194,2259,3413,4569,11161,650,829,290,14134,50,334,417,431,Ligue 1,2020-2021,59239312409540653
26,Dortmund,26,34.0,22343,20783,1560,400,59,2769,622,400,173,67,71,2,17093,2421,2829,6541,13943,596,674,272,18983,58,298,474,452,Bundesliga,2020-2021,6921931827204601
27,Eibar,30,38.0,16701,14658,2043,517,13,2764,777,614,197,92,91,9,8692,2738,5271,4812,8700,1190,989,252,11903,62,536,343,464,La Liga,2020-2021,67267904110326262
28,Eint Frankfurt,25,34.0,18416,16687,1729,443,32,2859,420,510,206,65,75,18,12384,2329,3703,5767,10319,799,716,266,14409,61,293,432,478,Bundesliga,2020-2021,37929111009288632
29,Elche,30,38.0,16952,15113,1839,537,9,2625,523,415,137,59,51,2,11209,2102,3641,4870,10203,530,720,247,13601,48,296,347,396,La Liga,2020-2021,30674441257210497
30,Everton,29,38.0,18248,16636,1612,429,31,2501,499,408,167,80,64,8,12346,2338,3564,5291,10909,668,660,242,14670,56,306,411,470,Premier League,2020-2021,57482013681231466
31,Fiorentina,30,38.0,17076,15156,1920,617,18,2135,591,469,168,30,101,18,11277,2230,3569,4228,10831,585,746,268,13589,54,255,302,456,Serie A,2020-2021,24325362613855847
32,Freiburg,24,34.0,15907,14247,1660,434,19,2419,487,444,123,54,42,8,9928,2401,3578,4947,8780,724,720,245,12336,47,276,302,454,Bundesliga,2020-2021,17577284562417651
33,Fulham,28,38.0,18859,17094,1765,472,20,2281,510,490,164,55,69,20,12963,2187,3709,4101,12580,723,782,254,15183,39,314,384,478,Premier League,2020-2021,19227944656237519
34,Genoa,34,38.0,17793,16012,1781,524,24,2339,516,350,129,43,59,3,11691,2290,3812,4239,11481,720,703,251,14014,73,269,334,437,Serie A,2020-2021,87033800759594150
35,Getafe,31,38.0,13413,11352,2061,604,7,2117,559,537,143,57,38,13,6276,2378,4759,3721,6716,1037,971,136,9017,64,374,320,449,La Liga,2020-2021,23789167582387071
36,Granada,34,38.0,13165,11237,1928,514,20,2238,415,381,127,52,39,7,7041,2055,4069,3285,7497,741,868,162,9247,67,390,309,454,La Liga,2020-2021,45137124328012624
37,Hellas Verona,32,38.0,17708,15831,1877,586,20,2658,389,459,185,65,90,16,10736,2747,4225,6106,9236,847,720,192,13339,100,360,424,508,Serie A,2020-2021,45227680351245381
38,Hertha BSC,32,34.0,16027,14278,1749,465,20,2149,553,396,152,47,61,14,10533,2146,3348,4795,9202,641,754,237,12623,74,286,330,435,Bundesliga,2020-2021,59737400018465050
39,Hoffenheim,30,34.0,18016,16289,1727,516,24,2611,533,440,156,52,58,5,12113,2447,3456,3224,12666,729,743,276,14462,41,309,376,496,Bundesliga,2020-2021,29322720181807625
40,Huesca,27,38.0,17400,15464,1936,606,12,2671,616,502,156,53,61,4,11191,2330,3879,5652,9505,763,783,261,13636,96,384,313,453,La Liga,2020-2021,16593090704373522
41,Inter,25,38.0,21593,19987,1606,453,31,2915,568,481,206,61,79,12,15977,2746,2870,5262,14525,572,649,262,18514,54,203,450,442,Serie A,2020-2021,53198597771575973
42,Juventus,30,38.0,23047,21409,1638,494,41,2696,580,517,221,50,112,14,17623,2531,2893,7539,13843,519,580,285,19971,73,240,441,412,Serie A,2020-2021,19371054131726661
43,Köln,28,34.0,15705,13976,1729,497,16,2392,449,428,135,57,49,7,9720,2374,3611,5340,8216,716,752,217,12038,53,314,359,475,Bundesliga,2020-2021,39731782814123330
44,Lazio,30,38.0,20724,19083,1641,470,41,2707,586,466,189,97,51,14,14312,2803,3609,5751,12897,713,651,304,17098,79,270,413,417,Serie A,2020-2021,90751438076496109
45,Leeds United,23,38.0,20042,18149,1893,468,48,2315,617,519,228,110,79,10,13396,2948,3698,8269,9481,755,808,376,15996,68,368,502,530,Premier League,2020-2021,34570153325607342
46,Leicester City,27,38.0,20572,18857,1715,475,46,2545,467,390,212,57,80,16,14407,2550,3615,4236,14161,791,731,239,16726,58,334,472,475,Premier League,2020-2021,18776461863573874
47,Lens,27,38.0,18909,17076,1833,494,27,2549,612,475,193,95,57,14,13248,2222,3439,5412,11336,688,785,219,15307,46,355,381,451,Ligue 1,2020-2021,74951719010833888
48,Levante,29,38.0,17838,16015,1823,509,30,2718,612,489,173,54,38,12,11836,2554,3448,4326,11549,608,765,293,14234,63,364,413,492,La Liga,2020-2021,1566092639264277
49,Leverkusen,30,34.0,21523,19893,1630,414,32,3004,581,427,183,60,70,9,15610,2625,3288,6603,12962,608,728,322,18002,60,246,412,467,Bundesliga,2020-2021,36794408106212849
50,Lille,21,38.0,21792,20004,1788,461,47,2506,601,367,184,75,85,16,15765,2514,3513,7068,12486,705,843,296,18028,59,298,495,447,Ligue 1,2020-2021,85603837513355486
51,Liverpool,28,38.0,25527,23768,1759,412,65,2960,732,571,255,53,131,17,18588,3048,3891,6175,17159,740,804,283,21527,60,266,486,563,Premier League,2020-2021,41956650829873911
52,Lorient,27,38.0,17013,15143,1870,481,33,2467,466,353,176,66,68,19,11169,2396,3448,3831,11182,608,802,229,13403,44,386,422,398,Ligue 1,2020-2021,37325341301512527
53,Lyon,29,38.0,21299,19445,1854,479,56,2705,537,515,232,49,86,14,15833,2351,3115,5034,14227,579,812,276,17819,56,289,481,483,Ligue 1,2020-2021,87005642993871754
54,M'Gladbach,23,34.0,18808,17129,1679,481,39,2615,466,336,175,51,90,19,13334,2332,3142,4369,12600,569,676,229,15337,72,221,423,453,Bundesliga,2020-2021,81611584009946193
