Rk,Squad,# Pl,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att,Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,League,Season,TeamID
71,Rayo Vallecano,2,38.0,70,7,0,11,2,62.2,0.31,-5.8,-0.15,309,649,47.6,887,194,51.2,41.8,293,66.6,51.2,418,29,6.9,16,0.42,13.6,La Liga,2018-2019,75203699329351977
72,RB Leipzig,2,34.0,30,5,1,4,1,33.6,0.27,5.6,0.16,262,633,41.4,817,128,54.0,44.1,224,85.7,61.2,253,15,5.9,42,1.24,16.9,Bundesliga,2018-2019,68159208261559796
73,Real Madrid,3,38.0,46,6,0,6,0,43.0,0.3,-3.0,-0.08,146,389,37.5,912,230,30.3,34.2,244,46.3,45.0,275,26,9.5,19,0.5,14.6,La Liga,2018-2019,29627131003986350
74,Real Sociedad,2,38.0,46,2,1,11,2,41.6,0.28,-2.4,-0.06,272,593,45.9,1133,143,35.2,34.9,285,68.1,50.5,430,41,9.5,37,0.97,16.4,La Liga,2018-2019,57299950304530590
75,Reims,1,38.0,42,7,1,3,2,44.3,0.27,4.3,0.11,300,714,42.0,843,123,57.2,46.1,287,80.8,58.5,420,33,7.9,15,0.39,13.3,Ligue 1,2018-2019,67732085073987538
76,Rennes,2,38.0,52,4,0,10,1,43.8,0.27,-7.2,-0.19,238,547,43.5,750,152,46.3,40.2,277,72.2,54.8,365,16,4.4,30,0.79,16.1,Ligue 1,2018-2019,96819424452761337
77,Roma,2,38.0,48,4,0,9,1,48.6,0.28,1.6,0.04,247,548,45.1,871,195,40.9,37.1,299,64.2,50.7,368,18,4.9,16,0.42,12.8,Serie A,2018-2019,764736481564168
78,Saint-Étienne,2,38.0,41,7,0,7,1,46.9,0.27,6.9,0.18,202,635,31.8,895,161,48.7,39.9,314,63.4,48.1,304,21,6.9,15,0.39,13.5,Ligue 1,2018-2019,56226069621228236
79,Sampdoria,2,38.0,51,7,2,6,1,52.0,0.32,2.0,0.05,157,458,34.3,912,194,32.7,32.1,310,51.6,42.1,402,34,8.5,25,0.66,14.9,Serie A,2018-2019,89407679695143145
80,Sassuolo,2,38.0,60,4,0,13,2,52.1,0.31,-5.9,-0.16,244,569,42.9,934,170,43.4,36.8,311,52.7,41.6,382,24,6.3,18,0.47,13.8,Serie A,2018-2019,79200252522790650
81,Schalke 04,2,34.0,55,5,1,4,1,53.8,0.33,-0.2,-0.01,243,553,43.9,790,125,47.1,40.8,251,72.1,53.9,283,22,7.8,20,0.59,15.6,Bundesliga,2018-2019,24345039935475884
82,Sevilla,3,38.0,47,6,2,4,1,49.4,0.3,3.4,0.09,220,669,32.9,869,210,50.1,41.2,296,79.1,59.9,331,28,8.5,21,0.55,14.6,La Liga,2018-2019,22702270477938803
83,Southampton,3,38.0,65,2,0,8,3,54.9,0.31,-7.1,-0.19,219,724,30.2,703,98,67.9,50.8,284,87.0,64.5,355,28,7.9,20,0.53,14.0,Premier League,2018-2019,21037626007536306
84,SPAL,4,38.0,56,5,0,11,0,52.8,0.28,-3.2,-0.08,256,638,40.1,1023,178,43.5,38.7,330,58.5,46.7,325,19,5.8,15,0.4,13.4,Serie A,2018-2019,73622612860183040
85,Strasbourg,2,38.0,48,7,3,4,1,44.0,0.25,-3.0,-0.08,276,705,39.1,820,186,52.0,43.7,339,82.3,61.7,356,28,7.9,21,0.55,14.1,Ligue 1,2018-2019,92234479374253707
86,Stuttgart,1,34.0,70,2,2,6,5,59.0,0.33,-6.0,-0.18,246,746,33.0,908,124,58.6,45.2,300,71.3,57.6,310,13,4.2,34,1.0,16.0,Bundesliga,2018-2019,81761661302668293
87,Torino,2,38.0,37,3,0,5,0,45.4,0.3,8.4,0.22,337,749,45.0,887,130,54.9,42.7,319,82.1,54.4,345,30,8.7,24,0.63,15.0,Serie A,2018-2019,21846272194836439
88,Tottenham,3,38.0,39,3,1,7,3,50.5,0.32,14.5,0.38,247,548,45.1,1072,187,35.9,35.6,287,56.8,46.9,338,14,4.1,17,0.45,14.3,Premier League,2018-2019,22006624071753704
89,Toulouse,2,38.0,58,5,3,6,0,50.8,0.27,-6.2,-0.16,285,721,39.5,952,171,49.9,41.8,363,67.8,53.0,405,31,7.7,27,0.71,14.1,Ligue 1,2018-2019,94523000561782573
90,Udinese,2,38.0,53,9,0,7,1,53.6,0.28,1.6,0.04,322,751,42.9,729,131,57.9,42.8,405,81.2,55.3,443,31,7.0,17,0.45,12.6,Serie A,2018-2019,48393495896639342
91,Valencia,2,38.0,35,7,2,7,2,39.7,0.24,6.7,0.18,219,589,37.2,634,175,52.8,43.3,302,84.1,60.6,431,30,7.0,12,0.32,13.1,La Liga,2018-2019,65158650443085242
92,Valladolid,2,38.0,51,6,1,8,2,51.9,0.3,2.9,0.08,288,876,32.9,894,170,63.2,46.8,347,89.6,65.5,421,23,5.5,13,0.34,12.5,La Liga,2018-2019,44089518275887893
93,Villarreal,2,38.0,52,3,2,5,3,54.8,0.28,5.8,0.15,239,565,42.3,692,146,51.0,42.6,300,70.7,54.6,458,44,9.6,27,0.71,14.8,La Liga,2018-2019,63335634096533483
94,Watford,1,38.0,59,4,2,7,3,56.3,0.32,0.3,0.01,366,979,37.4,944,106,73.7,52.8,307,92.2,68.2,380,35,9.2,48,1.26,15.7,Premier League,2018-2019,73743918793554398
95,Werder Bremen,3,34.0,49,4,2,5,0,47.1,0.28,-1.9,-0.06,259,570,45.4,936,166,42.6,38.2,308,55.5,45.9,316,18,5.7,16,0.47,14.0,Bundesliga,2018-2019,59303898890876434
96,West Ham,1,38.0,55,4,0,10,1,65.4,0.33,11.4,0.3,323,871,37.1,928,155,62.9,49.4,308,93.2,68.2,367,36,9.8,17,0.45,13.5,Premier League,2018-2019,57680956417459581
97,Wolfsburg,2,34.0,50,4,3,3,0,57.0,0.33,7.0,0.2,297,640,46.4,1265,187,38.0,37.9,273,58.2,50.9,330,34,10.3,25,0.74,14.2,Bundesliga,2018-2019,85159484018358879
98,Wolves,3,38.0,46,3,1,7,4,39.6,0.28,-2.4,-0.06,257,601,42.8,592,110,60.5,43.9,293,82.9,56.9,308,21,6.8,13,0.34,12.6,Premier League,2018-2019,24001928852251903
1,Alavés,2,38.0,50,7,2,7,2,53.8,0.28,5.8,0.15,253,596,42.4,540,71,70.2,47.4,232,93.5,62.3,418,22,5.3,9,0.24,12.9,La Liga,2017-2018,37745278530914180
2,Amiens,2,38.0,42,4,0,2,0,51.7,0.27,9.7,0.25,248,740,33.5,751,73,62.5,47.3,277,97.8,65.5,486,39,8.0,21,0.55,14.9,Ligue 1,2017-2018,20069478421376018
3,Angers,3,38.0,52,7,1,4,3,43.0,0.27,-6.0,-0.16,169,472,35.8,603,136,50.2,41.5,182,92.9,64.5,367,31,8.4,31,0.82,17.0,Ligue 1,2017-2018,66587352409382849
4,Arsenal,2,38.0,51,5,0,9,0,53.5,0.34,2.5,0.07,206,525,39.2,930,245,39.1,37.7,251,64.1,51.7,340,37,10.9,28,0.74,14.7,Premier League,2017-2018,5838645288327307
5,Atalanta,3,38.0,39,1,2,4,0,33.5,0.27,-5.5,-0.14,230,497,46.3,735,184,39.7,36.8,254,80.7,56.8,300,16,5.3,20,0.53,14.8,Serie A,2017-2018,87465877057901989
6,Athletic Club,2,38.0,49,3,3,5,3,51.1,0.29,5.1,0.13,362,760,47.6,927,88,65.3,47.3,170,91.2,64.5,357,30,8.4,19,0.5,15.2,La Liga,2017-2018,4823083458145023
7,Atlético Madrid,2,38.0,22,1,1,2,1,33.0,0.23,12.0,0.32,153,457,33.5,506,71,60.1,45.1,185,82.7,58.2,390,30,7.7,10,0.26,14.0,La Liga,2017-2018,74713976168286555
8,Augsburg,2,34.0,46,2,2,11,1,46.1,0.27,1.1,0.03,285,605,47.1,926,148,48.6,40.8,260,59.6,48.0,266,22,8.3,26,0.76,14.6,Bundesliga,2017-2018,82828683183786310
9,Barcelona,2,38.0,29,2,0,1,0,37.0,0.26,8.0,0.21,149,317,47.0,935,130,27.2,30.1,107,58.9,47.3,297,28,9.4,22,0.58,15.9,La Liga,2017-2018,81744823723090567
10,Bayern Munich,3,34.0,28,1,1,2,3,28.0,0.27,3.0,0.09,158,387,40.8,909,156,35.2,34.1,153,43.8,41.5,188,14,7.4,29,0.85,16.8,Bundesliga,2017-2018,7510926916741648
11,Benevento,3,38.0,89,10,1,10,2,77.2,0.35,-4.8,-0.13,236,636,37.1,959,200,45.6,39.7,312,63.8,49.8,424,51,12.0,30,0.79,14.5,Serie A,2017-2018,38159059008947812
12,Betis,3,38.0,61,3,0,8,4,47.6,0.29,-9.4,-0.25,206,544,37.9,1109,119,39.7,35.9,160,65.0,47.7,367,34,9.3,21,0.55,14.4,La Liga,2017-2018,9423348454032625
13,Bologna,3,38.0,52,3,1,6,3,48.4,0.28,-0.6,-0.02,412,826,49.9,1072,167,52.2,42.3,342,77.8,54.6,454,31,6.8,37,0.97,15.0,Serie A,2017-2018,23275147453355121
14,Bordeaux,2,38.0,48,4,4,6,1,37.8,0.25,-9.2,-0.24,175,542,32.3,777,99,48.6,42.5,183,89.6,65.2,362,29,8.0,21,0.55,14.3,Ligue 1,2017-2018,12683680850395737
15,Bournemouth,1,38.0,61,2,2,8,1,57.5,0.33,-2.5,-0.07,233,668,34.9,823,227,48.8,41.5,329,80.9,58.5,389,35,9.0,8,0.21,13.2,Premier League,2017-2018,36088947257895306
16,Brighton,1,38.0,54,1,1,15,5,56.1,0.32,7.1,0.19,376,913,41.2,821,118,70.9,50.4,352,94.0,63.5,383,19,5.0,15,0.39,12.6,Premier League,2017-2018,49072214318111932
17,Burnley,2,38.0,39,3,0,5,1,47.9,0.29,9.9,0.26,398,1104,36.1,1003,139,79.0,58.3,331,94.3,71.9,421,45,10.7,22,0.58,14.5,Premier League,2017-2018,21823480134907726
18,Caen,2,38.0,52,5,0,6,4,44.7,0.27,-3.3,-0.09,326,713,45.7,775,84,67.7,50.1,200,94.0,64.4,381,33,8.7,18,0.47,14.3,Ligue 1,2017-2018,21277886218272520
19,Cagliari,3,38.0,61,8,4,4,1,60.0,0.32,0.0,0.0,287,660,43.5,696,152,53.7,41.7,338,84.6,58.0,412,36,8.7,15,0.39,13.4,Serie A,2017-2018,32968728316179674
20,Celta Vigo,3,38.0,60,4,0,8,1,52.0,0.3,-7.0,-0.18,208,612,34.0,1037,89,46.0,39.7,165,81.8,60.2,374,43,11.5,19,0.5,14.7,La Liga,2017-2018,14218303985450920
21,Chelsea,2,38.0,38,2,0,2,2,33.1,0.28,-2.9,-0.08,190,493,38.5,1032,216,34.0,36.1,261,54.4,48.6,306,24,7.8,21,0.55,14.1,Premier League,2017-2018,58172670324373785
22,Chievo,1,38.0,59,4,2,13,4,55.9,0.28,0.9,0.02,257,653,39.4,774,170,51.0,39.7,361,71.5,46.2,434,16,3.7,14,0.37,12.6,Serie A,2017-2018,83748145049842906
23,Crotone,1,38.0,66,6,3,11,0,64.5,0.3,-1.5,-0.04,304,884,34.4,781,95,72.3,51.6,338,94.4,62.3,428,21,4.9,26,0.68,14.4,Serie A,2017-2018,33431629624225246
24,Crystal Palace,2,38.0,55,2,1,12,2,48.3,0.28,-4.7,-0.12,322,852,37.8,778,114,72.0,53.4,316,92.4,68.1,406,23,5.7,24,0.63,13.4,Premier League,2017-2018,15352059381074619
25,Dijon,1,38.0,73,11,2,7,3,74.7,0.32,4.7,0.12,285,650,43.8,1153,171,45.8,40.2,182,67.0,52.6,446,47,10.5,48,1.26,16.9,Ligue 1,2017-2018,59239312409540653
26,Dortmund,2,34.0,47,2,1,4,0,51.6,0.34,4.6,0.14,188,543,34.6,1061,170,36.4,36.2,227,69.2,55.4,275,27,9.8,39,1.15,17.5,Bundesliga,2017-2018,6921931827204601
27,Eibar,3,38.0,50,4,2,4,4,43.7,0.32,-2.3,-0.06,284,772,36.8,830,75,75.4,56.2,150,97.3,77.0,277,39,14.1,62,1.63,17.8,La Liga,2017-2018,67267904110326262
28,Eint Frankfurt,1,34.0,45,2,2,8,2,41.0,0.3,-2.0,-0.06,282,704,40.1,1060,164,50.8,41.5,216,76.9,58.9,301,24,8.0,35,1.03,15.2,Bundesliga,2017-2018,37929111009288632
29,Espanyol,2,38.0,42,4,0,5,2,50.7,0.29,10.7,0.28,194,548,35.4,619,132,56.1,43.9,213,94.4,64.4,373,40,10.7,18,0.47,14.3,La Liga,2017-2018,71314269182841176
30,Everton,1,38.0,58,3,0,7,0,59.6,0.33,1.6,0.04,322,985,32.7,991,155,67.9,54.1,339,92.0,72.5,367,23,6.3,32,0.84,15.0,Premier League,2017-2018,57482013681231466
31,Fiorentina,2,38.0,46,2,3,6,0,46.7,0.3,0.7,0.02,162,420,38.6,785,190,37.7,35.4,243,51.0,42.6,338,41,12.1,12,0.32,13.7,Serie A,2017-2018,24325362613855847
32,Freiburg,2,34.0,56,4,1,9,4,46.7,0.3,-5.3,-0.16,345,850,40.6,1074,124,53.3,43.1,312,89.1,66.2,354,23,6.5,32,0.94,18.0,Bundesliga,2017-2018,17577284562417651
33,Genoa,2,38.0,43,4,1,2,2,45.1,0.25,4.1,0.11,330,807,40.9,890,115,58.0,44.0,328,88.7,60.1,376,21,5.6,20,0.53,13.9,Serie A,2017-2018,87033800759594150
34,Getafe,2,38.0,33,2,0,5,0,35.3,0.26,2.3,0.06,258,800,32.3,694,68,76.8,55.8,268,99.6,70.1,365,52,14.2,22,0.58,14.6,La Liga,2017-2018,23789167582387071
35,Girona,2,38.0,59,4,3,1,3,49.9,0.28,-6.1,-0.16,233,620,37.6,663,97,67.4,48.3,186,93.0,66.1,320,29,9.1,20,0.53,14.2,La Liga,2017-2018,12545195302828957
36,Guingamp,1,38.0,59,5,0,7,1,55.0,0.29,-3.0,-0.08,195,558,34.9,719,110,52.2,43.6,209,87.6,65.5,394,39,9.9,16,0.42,15.3,Ligue 1,2017-2018,16872092436156260
37,Hamburger SV,2,34.0,53,3,1,5,1,52.8,0.37,0.8,0.02,206,645,31.9,988,119,48.0,40.8,244,70.1,54.8,252,18,7.1,31,0.91,16.0,Bundesliga,2017-2018,42905483414913667
38,Hannover 96,2,34.0,54,2,1,12,0,52.7,0.3,-1.3,-0.04,291,633,46.0,947,168,49.0,38.6,278,60.8,45.0,329,13,4.0,23,0.68,15.1,Bundesliga,2017-2018,10121335889457780
39,Hellas Verona,2,38.0,78,6,4,10,2,82.9,0.3,6.9,0.18,384,928,41.4,1024,232,58.4,44.2,382,86.4,59.6,487,50,10.3,22,0.58,13.8,Serie A,2017-2018,45227680351245381
40,Hertha BSC,2,34.0,46,6,0,8,1,40.1,0.25,-4.9,-0.14,324,853,38.0,968,96,65.1,46.7,261,85.4,61.2,317,20,6.3,17,0.5,13.4,Bundesliga,2017-2018,59737400018465050
41,Hoffenheim,1,34.0,48,3,1,9,3,41.2,0.27,-3.8,-0.11,219,620,35.3,1175,174,40.8,35.9,230,61.3,48.7,311,20,6.4,37,1.09,15.6,Bundesliga,2017-2018,29322720181807625
42,Huddersfield,1,38.0,57,4,0,6,1,56.2,0.34,-0.8,-0.02,411,963,42.7,1080,108,65.1,50.3,307,84.7,63.1,287,25,8.7,34,0.89,15.4,Premier League,2017-2018,70397411865897550
43,Inter,1,38.0,30,2,1,2,4,33.1,0.26,7.1,0.19,167,321,52.0,781,234,24.7,28.5,268,47.8,39.1,369,21,5.7,10,0.26,12.9,Serie A,2017-2018,53198597771575973
44,Juventus,3,38.0,24,3,1,4,2,28.0,0.27,6.0,0.16,195,383,50.9,791,148,35.1,35.1,186,56.5,44.4,297,20,6.7,16,0.42,13.6,Serie A,2017-2018,19371054131726661
45,Köln,1,34.0,70,8,0,7,0,71.8,0.33,1.8,0.05,293,755,38.8,774,82,66.3,48.9,279,86.7,61.7,370,28,7.6,33,0.97,15.7,Bundesliga,2017-2018,39731782814123330
46,La Coruña,5,38.0,76,4,3,12,3,62.1,0.33,-10.9,-0.29,168,467,36.0,541,103,55.8,42.9,196,84.2,61.5,402,36,9.0,14,0.37,14.4,La Liga,2017-2018,31828180925314031
47,Las Palmas,2,38.0,74,5,1,8,1,67.7,0.3,-5.3,-0.14,189,499,37.9,1034,170,38.0,35.4,162,65.4,52.1,328,39,11.9,39,1.03,15.6,La Liga,2017-2018,33189055458748528
48,Lazio,1,38.0,49,9,2,5,2,51.2,0.29,4.2,0.11,248,509,48.7,854,163,45.8,37.9,250,47.2,43.2,290,12,4.1,23,0.61,15.2,Serie A,2017-2018,90751438076496109
49,Leganés,3,38.0,51,6,4,5,0,46.7,0.26,-4.3,-0.11,294,846,34.8,787,69,80.1,55.2,219,98.6,69.6,333,32,9.6,29,0.76,15.6,La Liga,2017-2018,20237473683555152
50,Leicester City,3,38.0,60,2,3,11,2,49.4,0.3,-8.6,-0.23,361,922,39.2,969,129,65.6,50.1,310,92.3,68.8,343,23,6.7,43,1.13,16.2,Premier League,2017-2018,18776461863573874
51,Levante,3,38.0,58,5,1,8,3,61.2,0.33,6.2,0.16,248,621,39.9,590,73,69.0,49.9,227,94.3,64.1,412,44,10.7,25,0.66,14.1,La Liga,2017-2018,1566092639264277
52,Leverkusen,2,34.0,44,5,2,3,0,37.7,0.3,-6.3,-0.18,220,590,37.3,1014,137,44.2,38.6,231,61.5,50.2,229,12,5.2,33,0.97,18.0,Bundesliga,2017-2018,36794408106212849
53,Lille,2,38.0,64,4,1,5,3,61.3,0.31,-2.7,-0.07,124,333,37.2,802,143,27.7,31.7,157,70.7,57.6,351,38,10.8,38,1.0,16.2,Ligue 1,2017-2018,85603837513355486
54,Liverpool,2,38.0,38,4,0,6,0,36.6,0.33,-1.4,-0.04,152,461,33.0,1020,205,34.8,35.2,202,52.5,45.8,286,29,10.1,28,0.74,14.8,Premier League,2017-2018,41956650829873911
55,Lyon,2,38.0,43,5,2,3,3,39.3,0.23,-0.7,-0.02,114,309,36.9,742,119,32.1,34.7,132,53.8,48.7,409,35,8.6,20,0.53,14.7,Ligue 1,2017-2018,87005642993871754
56,M'Gladbach,2,34.0,52,4,0,6,1,50.8,0.29,-0.2,-0.01,233,610,38.2,1134,146,39.4,36.4,257,63.4,49.3,356,28,7.9,22,0.65,14.5,Bundesliga,2017-2018,81611584009946193
57,Mainz 05,3,34.0,52,5,1,10,1,49.7,0.34,-1.3,-0.04,212,614,34.5,802,143,51.1,41.7,255,80.0,59.2,297,21,7.1,34,1.0,15.4,Bundesliga,2017-2018,71158960989778912
58,Málaga,2,38.0,61,6,1,3,0,58.2,0.33,-2.8,-0.07,262,669,39.2,633,63,69.7,50.8,243,93.8,66.8,376,41,10.9,15,0.39,12.4,La Liga,2017-2018,79809637287620621
59,Manchester City,2,38.0,27,0,1,1,2,23.8,0.29,-1.2,-0.03,162,297,54.5,1004,169,20.1,28.7,170,55.9,49.2,171,18,10.5,51,1.34,17.9,Premier League,2017-2018,74026506610392765
60,Manchester Utd,2,38.0,28,1,1,5,2,36.0,0.25,10.0,0.26,265,676,39.2,812,147,54.6,44.2,299,77.9,59.2,308,20,6.5,13,0.34,13.3,Premier League,2017-2018,29078730489839024
61,Marseille,2,38.0,47,4,2,5,2,44.1,0.28,-0.9,-0.02,158,412,38.3,750,127,41.3,37.2,143,71.3,53.4,311,28,9.0,17,0.45,14.6,Ligue 1,2017-2018,66190039714113630
62,Metz,3,38.0,76,3,1,10,2,69.3,0.31,-4.7,-0.12,207,583,35.5,694,138,56.1,44.3,206,94.2,65.9,406,32,7.9,27,0.71,15.2,Ligue 1,2017-2018,14635757597311544
63,Milan,1,38.0,42,2,0,4,1,40.8,0.3,-0.2,-0.01,192,402,47.8,892,136,33.0,31.5,194,55.7,42.2,305,23,7.5,14,0.37,14.4,Serie A,2017-2018,59378513948613436
64,Monaco,3,38.0,45,5,1,4,1,45.1,0.27,1.1,0.03,144,417,34.5,586,104,49.7,41.9,179,70.4,54.6,421,36,8.6,23,0.61,15.5,Ligue 1,2017-2018,79093238158793616
65,Montpellier,1,38.0,33,5,1,4,0,37.9,0.28,4.9,0.13,217,510,42.5,761,178,52.0,41.4,161,70.8,51.8,336,46,13.7,18,0.47,16.0,Ligue 1,2017-2018,32434714471076965
66,Nantes,2,38.0,41,3,0,8,0,33.2,0.23,-7.8,-0.21,164,507,32.3,665,123,47.1,40.8,215,90.2,64.6,438,52,11.9,14,0.37,13.7,Ligue 1,2017-2018,25802633648495862
67,Napoli,2,38.0,29,2,2,4,0,26.4,0.25,-2.6,-0.07,176,365,48.2,899,152,30.3,33.3,196,47.4,41.7,228,11,4.8,31,0.82,16.6,Serie A,2017-2018,10516137814401134
68,Newcastle Utd,3,38.0,47,4,0,3,3,48.5,0.31,4.5,0.12,313,833,37.6,877,115,62.8,47.8,337,83.7,60.7,400,35,8.8,26,0.68,13.8,Premier League,2017-2018,29528772732587842
69,Nice,2,38.0,52,3,2,1,3,49.0,0.29,0.0,0.0,97,272,35.7,552,110,25.5,29.4,169,77.5,55.2,415,20,4.8,9,0.24,13.3,Ligue 1,2017-2018,11720969662561653
70,Paris S-G,2,38.0,29,3,2,6,0,32.7,0.24,3.7,0.1,52,101,51.5,559,101,13.6,24.0,85,29.4,33.6,347,27,7.8,31,0.82,16.2,Ligue 1,2017-2018,11177590892093073
71,RB Leipzig,2,34.0,53,5,0,9,0,52.1,0.33,-0.9,-0.03,233,564,41.3,903,147,45.7,39.5,200,75.5,55.5,284,24,8.5,36,1.06,17.4,Bundesliga,2017-2018,68159208261559796
72,Real Madrid,3,38.0,44,2,0,9,2,45.2,0.3,3.2,0.08,86,223,38.6,611,126,25.7,32.0,99,66.7,52.8,300,29,9.7,24,0.63,14.9,La Liga,2017-2018,29627131003986350
73,Real Sociedad,3,38.0,59,6,2,9,1,49.0,0.3,-9.0,-0.24,243,529,45.9,1192,89,38.1,35.4,114,65.8,48.1,329,37,11.2,29,0.76,15.5,La Liga,2017-2018,57299950304530590
74,Rennes,3,38.0,44,5,1,7,2,50.0,0.3,8.0,0.21,169,521,32.4,644,93,55.7,45.4,181,89.5,65.1,375,42,11.2,36,0.95,17.2,Ligue 1,2017-2018,96819424452761337
75,Roma,2,38.0,28,3,0,2,0,39.2,0.26,11.2,0.3,251,455,55.2,1024,209,35.6,35.1,187,48.1,45.0,316,25,7.9,50,1.32,17.3,Serie A,2017-2018,764736481564168
76,Saint-Étienne,2,38.0,50,6,3,4,1,53.3,0.28,4.3,0.11,185,524,35.3,811,100,46.9,38.9,175,82.3,55.3,406,38,9.4,15,0.4,14.3,Ligue 1,2017-2018,56226069621228236
77,Sampdoria,3,38.0,60,6,1,7,1,63.2,0.29,4.2,0.11,245,596,41.1,893,138,48.2,39.3,263,63.1,49.4,389,24,6.2,32,0.84,15.3,Serie A,2017-2018,89407679695143145
78,Sassuolo,2,38.0,59,2,3,10,2,52.8,0.29,-4.2,-0.11,288,646,44.6,809,167,53.6,43.2,273,77.7,52.4,425,36,8.5,19,0.5,13.2,Serie A,2017-2018,79200252522790650
79,Schalke 04,2,34.0,37,3,0,3,1,33.6,0.26,-2.4,-0.07,186,509,36.5,712,125,49.7,41.1,226,68.6,50.8,295,37,12.5,15,0.44,14.2,Bundesliga,2017-2018,24345039935475884
80,Sevilla,2,38.0,58,5,1,6,1,50.1,0.31,-6.9,-0.18,144,380,37.9,639,137,40.5,35.3,157,77.1,54.8,365,40,11.0,12,0.32,13.2,La Liga,2017-2018,22702270477938803
81,Southampton,2,38.0,56,1,2,8,0,48.8,0.3,-7.2,-0.19,210,712,29.5,670,119,65.1,50.3,303,91.1,65.6,368,28,7.6,12,0.32,12.5,Premier League,2017-2018,21037626007536306
82,SPAL,3,38.0,59,9,1,7,4,62.8,0.28,7.8,0.21,261,718,36.4,807,126,60.1,46.1,313,74.4,54.1,389,27,6.9,15,0.39,12.9,Serie A,2017-2018,73622612860183040
83,Stoke City,2,38.0,68,5,0,12,2,64.9,0.29,-1.1,-0.03,435,1071,40.6,1002,108,73.9,54.0,361,91.7,67.6,397,32,8.1,27,0.71,14.2,Premier League,2017-2018,55848606059653975
84,Strasbourg,3,38.0,67,6,0,8,0,57.7,0.29,-9.3,-0.24,221,587,37.6,700,94,55.0,43.7,229,88.2,62.8,401,37,9.2,13,0.34,12.4,Ligue 1,2017-2018,92234479374253707
85,Stuttgart,1,34.0,36,4,2,2,0,42.8,0.27,6.8,0.2,299,880,34.0,1015,111,63.6,46.8,279,83.9,62.8,359,28,7.8,23,0.68,14.9,Bundesliga,2017-2018,81761661302668293
86,Swansea City,1,38.0,56,3,1,6,2,55.8,0.29,1.8,0.05,329,837,39.3,913,152,56.8,46.5,359,88.6,64.5,398,40,10.1,12,0.32,13.0,Premier League,2017-2018,11897392087106032
87,Torino,2,38.0,46,5,3,5,0,49.6,0.27,3.6,0.09,263,594,44.3,984,191,41.9,37.5,278,65.5,48.4,410,32,7.8,34,0.89,14.6,Serie A,2017-2018,21846272194836439
88,Tottenham,3,38.0,36,2,1,8,1,37.0,0.29,2.0,0.05,214,463,46.2,976,199,34.3,35.6,245,52.2,44.3,289,26,9.0,34,0.89,16.5,Premier League,2017-2018,22006624071753704
89,Toulouse,1,38.0,54,6,3,9,0,52.6,0.3,-1.4,-0.04,239,615,38.9,793,115,55.0,44.3,206,86.9,61.5,448,41,9.2,44,1.16,17.1,Ligue 1,2017-2018,94523000561782573
90,Troyes,2,38.0,59,4,0,8,1,55.0,0.26,-3.0,-0.08,210,659,31.9,776,124,54.4,44.4,245,96.7,65.5,493,47,9.5,20,0.53,15.4,Ligue 1,2017-2018,57069542099991496
91,Udinese,2,38.0,63,2,1,11,5,50.0,0.28,-8.0,-0.21,298,711,41.9,887,155,53.4,41.3,307,77.2,53.5,358,32,8.9,14,0.37,12.9,Serie A,2017-2018,48393495896639342
92,Valencia,2,38.0,38,3,1,6,0,50.5,0.28,12.5,0.33,159,426,37.3,509,116,51.9,41.7,189,85.7,62.7,423,34,8.0,9,0.24,13.4,La Liga,2017-2018,65158650443085242
93,Villarreal,3,38.0,50,5,1,6,0,51.3,0.3,1.3,0.04,146,431,33.9,585,130,46.2,39.1,187,86.1,60.8,459,42,9.2,20,0.53,14.1,La Liga,2017-2018,63335634096533483
94,Watford,2,38.0,64,6,1,9,1,52.5,0.32,-10.5,-0.28,321,835,38.4,885,154,70.1,50.5,259,83.0,61.0,340,35,10.3,23,0.61,14.1,Premier League,2017-2018,73743918793554398
95,Werder Bremen,1,34.0,40,2,0,6,2,44.1,0.26,6.1,0.18,250,613,40.8,901,175,50.9,42.4,244,63.1,51.7,282,18,6.4,14,0.41,13.3,Bundesliga,2017-2018,59303898890876434
96,West Brom,2,38.0,56,1,3,9,1,49.8,0.32,-5.2,-0.14,354,944,37.5,810,74,75.8,54.3,346,95.4,70.3,451,29,6.4,19,0.5,13.9,Premier League,2017-2018,26775906631723373
97,West Ham,2,38.0,68,5,1,12,1,61.7,0.32,-5.3,-0.14,335,947,35.4,826,103,76.3,54.2,342,92.7,66.0,376,27,7.2,25,0.66,13.9,Premier League,2017-2018,57680956417459581
98,Wolfsburg,1,34.0,48,6,1,5,2,51.3,0.31,5.3,0.16,269,704,38.2,1026,198,49.9,41.1,270,71.1,55.1,298,35,11.7,22,0.65,13.6,Bundesliga,2017-2018,85159484018358879
